CBSA,CBSA Code,Date,AQI,Category,Defining Parameter
"Houma-Thibodaux, LA",26380,2023-06-29,56,Moderate,PM2.5
"Huntsville, AL",26620,2023-06-29,59,Moderate,PM2.5
"Jackson, MS",27140,2023-06-29,57,Moderate,PM2.5
"Jackson, TN",27180,2023-06-29,56,Moderate,PM2.5
"Jasper, IN",27540,2023-06-29,73,Moderate,PM2.5
"Lake City, FL",29380,2023-06-29,82,Moderate,PM2.5
"Lawrenceburg, TN",29980,2023-06-29,56,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,2023-06-29,68,Moderate,PM2.5
"Macon, GA",31420,2023-06-29,80,Moderate,PM2.5
"Memphis, TN-MS-AR",32820,2023-06-29,57,Moderate,PM2.5
"Minot, ND",33500,2023-06-29,84,Moderate,PM2.5
"Mobile, AL",33660,2023-06-29,66,Moderate,PM2.5
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023-06-29,83,Moderate,PM2.5
"New Haven-Milford, CT",35300,2023-06-29,71,Moderate,PM2.5
"New Orleans-Metairie, LA",35380,2023-06-29,56,Moderate,PM2.5
"Norwich-New London, CT",35980,2023-06-29,57,Moderate,PM2.5
"Ocala, FL",36100,2023-06-29,52,Moderate,PM2.5
"Owensboro, KY",36980,2023-06-29,80,Moderate,PM2.5
"Panama City, FL",37460,2023-06-29,64,Moderate,PM2.5
"Pensacola-Ferry Pass-Brent, FL",37860,2023-06-29,72,Moderate,PM2.5
"Pittsfield, MA",38340,2023-06-29,79,Moderate,PM2.5
"Portland-South Portland, ME",38860,2023-06-29,61,Moderate,PM2.5
"Rochester, MN",40340,2023-06-29,91,Moderate,PM2.5
"Rocky Mount, NC",40580,2023-06-29,99,Moderate,PM2.5
"Rutland, VT",40860,2023-06-29,59,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,2023-06-29,51,Moderate,PM2.5
"Savannah, GA",42340,2023-06-29,67,Moderate,PM2.5
"Shreveport-Bossier City, LA",43340,2023-06-29,54,Moderate,PM2.5
"Springfield, MA",44140,2023-06-29,56,Moderate,PM2.5
"St. Cloud, MN",41060,2023-06-29,82,Moderate,PM2.5
"St. Joseph, MO-KS",41140,2023-06-29,52,Moderate,PM2.5
"St. Louis, MO-IL",41180,2023-06-29,77,Moderate,PM2.5
"Tallahassee, FL",45220,2023-06-29,66,Moderate,PM2.5
"Terre Haute, IN",45460,2023-06-29,86,Moderate,PM2.5
"Texarkana, TX-AR",45500,2023-06-29,54,Moderate,PM2.5
"Torrington, CT",45860,2023-06-29,87,Moderate,PM2.5
"Valdosta, GA",46660,2023-06-29,70,Moderate,PM2.5
"Warner Robins, GA",47580,2023-06-29,70,Moderate,PM2.5
"Wilmington, NC",48900,2023-06-29,73,Moderate,PM2.5
"Worcester, MA-CT",49340,2023-06-29,54,Moderate,PM2.5
"Aberdeen, SD",10100,2023-06-29,27,Good,PM2.5
"Aberdeen, WA",10140,2023-06-29,7,Good,PM2.5
"Albany, OR",10540,2023-06-29,18,Good,PM2.5
"Alexandria, LA",10780,2023-06-29,38,Good,PM2.5
"Beatrice, NE",13100,2023-06-29,7,Good,PM2.5
"Beaumont-Port Arthur, TX",13140,2023-06-29,33,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-29,20,Good,PM2.5
"Billings, MT",13740,2023-06-29,13,Good,PM2.5
"Bozeman, MT",14580,2023-06-29,16,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-29,9,Good,PM2.5
"Brownsville-Harlingen, TX",15180,2023-06-29,42,Good,PM2.5
"Butte-Silver Bow, MT",15580,2023-06-29,23,Good,PM2.5
"Centralia, WA",16500,2023-06-29,3,Good,PM2.5
"Claremont-Lebanon, NH-VT",17200,2023-06-29,29,Good,PM2.5
"Clearlake, CA",17340,2023-06-29,23,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-29,24,Good,PM2.5
"College Station-Bryan, TX",17780,2023-06-29,27,Good,PM2.5
"Corpus Christi, TX",18580,2023-06-29,47,Good,PM2.5
"Corsicana, TX",18620,2023-06-29,38,Good,PM2.5
"Crescent City, CA",18860,2023-06-29,15,Good,PM2.5
"Dickinson, ND",19860,2023-06-29,49,Good,PM2.5
"Ellensburg, WA",21260,2023-06-29,23,Good,PM2.5
"Fort Smith, AR-OK",22900,2023-06-29,35,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-29,15,Good,PM2.5
"Grand Island, NE",24260,2023-06-29,30,Good,PM2.5
"Grants Pass, OR",24420,2023-06-29,22,Good,PM2.5
"Great Falls, MT",24500,2023-06-29,44,Good,PM2.5
"Hammond, LA",25220,2023-06-29,48,Good,PM2.5
"Havre, MT",25660,2023-06-29,35,Good,PM2.5
"Hilo, HI",25900,2023-06-29,18,Good,PM2.5
"Juneau, AK",27940,2023-06-29,7,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-29,13,Good,PM2.5
"Keene, NH",28300,2023-06-29,46,Good,PM2.5
"Kingsville, TX",28780,2023-06-29,34,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-29,28,Good,PM2.5
"La Grande, OR",29260,2023-06-29,27,Good,PM2.5
"Lewiston, ID-WA",30300,2023-06-29,39,Good,PM2.5
"Longview, WA",31020,2023-06-29,3,Good,PM2.5
"Lubbock, TX",31180,2023-06-29,26,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-06-29,30,Good,PM2.5
"Modesto, CA",33700,2023-06-29,30,Good,PM2.5
"Monroe, LA",33740,2023-06-29,40,Good,PM2.5
"Moscow, ID",34140,2023-06-29,11,Good,PM2.5
"Moses Lake, WA",34180,2023-06-29,28,Good,PM2.5
"Mount Vernon, IL",34500,2023-06-29,47,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,2023-06-29,37,Good,PM2.5
"Nogales, AZ",35700,2023-06-29,30,Good,PM2.5
"North Port-Sarasota-Bradenton, FL",35840,2023-06-29,46,Good,PM2.5
"Odessa, TX",36220,2023-06-29,34,Good,PM2.5
"Othello, WA",36830,2023-06-29,24,Good,PM2.5
"Paducah, KY-IL",37140,2023-06-29,46,Good,PM2.5
"Pierre, SD",38180,2023-06-29,15,Good,PM2.5
"Ponca City, OK",38620,2023-06-29,45,Good,PM2.5
"Prineville, OR",39260,2023-06-29,23,Good,PM2.5
"Pullman, WA",39420,2023-06-29,28,Good,PM2.5
"San Juan-Carolina-Caguas, PR",41980,2023-06-29,16,Good,PM2.5
"Sandpoint, ID",41760,2023-06-29,22,Good,PM2.5
"Santa Fe, NM",42140,2023-06-29,48,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-29,9,Good,PM2.5
"Shelton, WA",43220,2023-06-29,4,Good,PM2.5
"Sioux City, IA-NE-SD",43580,2023-06-29,41,Good,PM2.5
"Taos, NM",45340,2023-06-29,20,Good,PM2.5
"The Dalles, OR",45520,2023-06-29,20,Good,PM2.5
"Twin Falls, ID",46300,2023-06-29,17,Good,PM2.5
"Watertown, SD",47980,2023-06-29,50,Good,PM2.5
"Wenatchee, WA",48300,2023-06-29,31,Good,PM2.5
"Yakima, WA",49420,2023-06-29,32,Good,PM2.5
"Adrian, MI",10300,2023-06-28,229,Very Unhealthy,PM2.5
"Akron, OH",10420,2023-06-28,205,Very Unhealthy,PM2.5
"Baraboo, WI",12660,2023-06-28,246,Very Unhealthy,PM2.5
"Bloomington, IL",14010,2023-06-28,264,Very Unhealthy,PM2.5
"Bloomington, IN",14020,2023-06-28,205,Very Unhealthy,PM2.5
"Canton-Massillon, OH",15940,2023-06-28,258,Very Unhealthy,PM2.5
"Champaign-Urbana, IL",16580,2023-06-28,252,Very Unhealthy,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2023-06-28,221,Very Unhealthy,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-28,260,Very Unhealthy,PM2.5
"Clinton, IA",17540,2023-06-28,210,Very Unhealthy,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,2023-06-28,207,Very Unhealthy,PM2.5
"Decatur, IL",19500,2023-06-28,262,Very Unhealthy,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-28,234,Very Unhealthy,PM2.5
"Madison, WI",31540,2023-06-28,243,Very Unhealthy,PM2.5
"Pittsburgh, PA",38300,2023-06-28,211,Very Unhealthy,PM2.5
"Rockford, IL",40420,2023-06-28,218,Very Unhealthy,PM2.5
"Springfield, IL",44100,2023-06-28,222,Very Unhealthy,PM2.5
"Terre Haute, IN",45460,2023-06-28,207,Very Unhealthy,PM2.5
"Weirton-Steubenville, WV-OH",48260,2023-06-28,204,Very Unhealthy,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,2023-06-28,202,Very Unhealthy,PM2.5
"Birmingham-Hoover, AL",13820,2023-06-28,142,Unhealthy for Sensitive Groups,PM2.5
"Charlottesville, VA",16820,2023-06-28,117,Unhealthy for Sensitive Groups,PM2.5
"Clarksville, TN-KY",17300,2023-06-28,104,Unhealthy for Sensitive Groups,PM2.5
"Cookeville, TN",18260,2023-06-28,109,Unhealthy for Sensitive Groups,PM2.5
"Gettysburg, PA",23900,2023-06-28,140,Unhealthy for Sensitive Groups,PM2.5
"Hagerstown-Martinsburg, MD-WV",25180,2023-06-28,126,Unhealthy for Sensitive Groups,PM2.5
"Harrisburg-Carlisle, PA",25420,2023-06-28,144,Unhealthy for Sensitive Groups,PM2.5
"Lancaster, PA",29540,2023-06-28,125,Unhealthy for Sensitive Groups,PM2.5
"Lebanon, PA",30140,2023-06-28,117,Unhealthy for Sensitive Groups,PM2.5
"Marshall, MN",32140,2023-06-28,112,Unhealthy for Sensitive Groups,PM2.5
"Middlesborough, KY",33180,2023-06-28,112,Unhealthy for Sensitive Groups,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2023-06-28,105,Unhealthy for Sensitive Groups,PM2.5
"Roanoke, VA",40220,2023-06-28,144,Unhealthy for Sensitive Groups,PM2.5
"Somerset, KY",43700,2023-06-28,107,Unhealthy for Sensitive Groups,PM2.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2023-06-28,131,Unhealthy for Sensitive Groups,PM2.5
"York-Hanover, PA",49620,2023-06-28,116,Unhealthy for Sensitive Groups,PM2.5
"Altoona, PA",11020,2023-06-28,166,Unhealthy,PM2.5
"Ann Arbor, MI",11460,2023-06-28,196,Unhealthy,PM2.5
"Appleton, WI",11540,2023-06-28,177,Unhealthy,PM2.5
"Bay City, MI",13020,2023-06-28,155,Unhealthy,PM2.5
"Beaver Dam, WI",13180,2023-06-28,191,Unhealthy,PM2.5
"Bowling Green, KY",14540,2023-06-28,154,Unhealthy,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-28,164,Unhealthy,PM2.5
"Cedar Rapids, IA",16300,2023-06-28,190,Unhealthy,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-28,185,Unhealthy,PM2.5
"Columbus, IN",18020,2023-06-28,194,Unhealthy,PM2.5
"Columbus, OH",18140,2023-06-28,192,Unhealthy,PM2.5
"Corning, NY",18500,2023-06-28,155,Unhealthy,PM2.5
"Dayton, OH",19380,2023-06-28,189,Unhealthy,PM2.5
"Des Moines-West Des Moines, IA",19780,2023-06-28,162,Unhealthy,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-06-28,200,Unhealthy,PM2.5
"Eau Claire, WI",20740,2023-06-28,161,Unhealthy,PM2.5
"Elizabethtown-Fort Knox, KY",21060,2023-06-28,151,Unhealthy,PM2.5
"Elkhart-Goshen, IN",21140,2023-06-28,166,Unhealthy,PM2.5
"Erie, PA",21500,2023-06-28,173,Unhealthy,PM2.5
"Evansville, IN-KY",21780,2023-06-28,172,Unhealthy,PM2.5
"Flint, MI",22420,2023-06-28,161,Unhealthy,PM2.5
"Fort Wayne, IN",23060,2023-06-28,186,Unhealthy,PM2.5
"Grand Rapids-Wyoming, MI",24340,2023-06-28,184,Unhealthy,PM2.5
"Green Bay, WI",24580,2023-06-28,171,Unhealthy,PM2.5
"Holland, MI",26090,2023-06-28,181,Unhealthy,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-28,157,Unhealthy,PM2.5
"Indiana, PA",26860,2023-06-28,178,Unhealthy,PM2.5
"Iowa City, IA",26980,2023-06-28,192,Unhealthy,PM2.5
"Johnstown, PA",27780,2023-06-28,169,Unhealthy,PM2.5
"Kalamazoo-Portage, MI",28020,2023-06-28,182,Unhealthy,PM2.5
"Kokomo, IN",29020,2023-06-28,186,Unhealthy,PM2.5
"La Crosse-Onalaska, WI-MN",29100,2023-06-28,173,Unhealthy,PM2.5
"Lafayette-West Lafayette, IN",29200,2023-06-28,190,Unhealthy,PM2.5
"Lansing-East Lansing, MI",29620,2023-06-28,173,Unhealthy,PM2.5
"Lexington-Fayette, KY",30460,2023-06-28,163,Unhealthy,PM2.5
"Lima, OH",30620,2023-06-28,183,Unhealthy,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,2023-06-28,198,Unhealthy,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2023-06-28,157,Unhealthy,PM2.5
"Mount Vernon, IL",34500,2023-06-28,156,Unhealthy,PM2.5
"Muscatine, IA",34700,2023-06-28,190,Unhealthy,PM2.5
"New Castle, IN",35220,2023-06-28,178,Unhealthy,PM2.5
"Owensboro, KY",36980,2023-06-28,165,Unhealthy,PM2.5
"Platteville, WI",38420,2023-06-28,198,Unhealthy,PM2.5
"Portsmouth, OH",39020,2023-06-28,166,Unhealthy,PM2.5
"Rochester, MN",40340,2023-06-28,163,Unhealthy,PM2.5
"Rochester, NY",40380,2023-06-28,166,Unhealthy,PM2.5
"South Bend-Mishawaka, IN-MI",43780,2023-06-28,182,Unhealthy,PM2.5
"Springfield, OH",44220,2023-06-28,184,Unhealthy,PM2.5
"St. Cloud, MN",41060,2023-06-28,154,Unhealthy,PM2.5
"St. Louis, MO-IL",41180,2023-06-28,162,Unhealthy,PM2.5
"State College, PA",44300,2023-06-28,156,Unhealthy,PM2.5
"Toledo, OH",45780,2023-06-28,179,Unhealthy,PM2.5
"Waterloo-Cedar Falls, IA",47940,2023-06-28,177,Unhealthy,PM2.5
"Wheeling, WV-OH",48540,2023-06-28,194,Unhealthy,PM2.5
"Winchester, VA-WV",49020,2023-06-28,151,Unhealthy,PM2.5
"Albany, GA",10500,2023-06-28,68,Moderate,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2023-06-28,75,Moderate,PM2.5
"Athens, TN",11940,2023-06-28,95,Moderate,PM2.5
"Atlantic City-Hammonton, NJ",12100,2023-06-28,63,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,2023-06-28,65,Moderate,PM2.5
"Baltimore-Columbia-Towson, MD",12580,2023-06-28,97,Moderate,PM2.5
"Baton Rouge, LA",12940,2023-06-28,54,Moderate,PM2.5
"Bemidji, MN",13420,2023-06-28,68,Moderate,PM2.5
"Bismarck, ND",13900,2023-06-28,52,Moderate,PM2.5
"Brainerd, MN",14660,2023-06-28,95,Moderate,PM2.5
"Brookings, SD",15100,2023-06-28,74,Moderate,PM2.5
"Cadillac, MI",15620,2023-06-28,99,Moderate,PM2.5
"Cambridge, MD",15700,2023-06-28,80,Moderate,PM2.5
"Charleston-North Charleston, SC",16700,2023-06-28,73,Moderate,PM2.5
"Chattanooga, TN-GA",16860,2023-06-28,95,Moderate,PM2.5
"Columbia, SC",17900,2023-06-28,70,Moderate,PM2.5
"Columbus, GA-AL",17980,2023-06-28,67,Moderate,PM2.5
"Daphne-Fairhope-Foley, AL",19300,2023-06-28,58,Moderate,PM2.5
"Duluth, MN-WI",20260,2023-06-28,73,Moderate,PM2.5
"Durham-Chapel Hill, NC",20500,2023-06-28,79,Moderate,PM2.5
"El Paso, TX",21340,2023-06-28,79,Moderate,PM2.5
"Fargo, ND-MN",22020,2023-06-28,67,Moderate,PM2.5
"Fayetteville, NC",22180,2023-06-28,66,Moderate,PM2.5
"Florence, SC",22500,2023-06-28,78,Moderate,PM2.5
"Gainesville, GA",23580,2023-06-28,80,Moderate,PM2.5
"Greensboro-High Point, NC",24660,2023-06-28,91,Moderate,PM2.5
"Greenville, NC",24780,2023-06-28,71,Moderate,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,2023-06-28,71,Moderate,PM2.5
"Houma-Thibodaux, LA",26380,2023-06-28,62,Moderate,PM2.5
"Jackson, TN",27180,2023-06-28,53,Moderate,PM2.5
"Kingsport-Bristol-Bristol, TN-VA",28700,2023-06-28,84,Moderate,PM2.5
"Lake City, FL",29380,2023-06-28,59,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,2023-06-28,67,Moderate,PM2.5
"Macon, GA",31420,2023-06-28,70,Moderate,PM2.5
"Mobile, AL",33660,2023-06-28,57,Moderate,PM2.5
"Montgomery, AL",33860,2023-06-28,70,Moderate,PM2.5
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2023-06-28,66,Moderate,PM2.5
"Raleigh, NC",39580,2023-06-28,84,Moderate,PM2.5
"Reading, PA",39740,2023-06-28,89,Moderate,PM2.5
"Richmond, VA",40060,2023-06-28,86,Moderate,PM2.5
"Roanoke Rapids, NC",40260,2023-06-28,73,Moderate,PM2.5
"Rocky Mount, NC",40580,2023-06-28,67,Moderate,PM2.5
"Rome, GA",40660,2023-06-28,67,Moderate,PM2.5
"Savannah, GA",42340,2023-06-28,73,Moderate,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2023-06-28,79,Moderate,PM2.5
"Shreveport-Bossier City, LA",43340,2023-06-28,57,Moderate,PM2.5
"Spartanburg, SC",43900,2023-06-28,71,Moderate,PM2.5
"Springfield, MO",44180,2023-06-28,52,Moderate,PM2.5
"Syracuse, NY",45060,2023-06-28,97,Moderate,PM2.5
"Tallahassee, FL",45220,2023-06-28,55,Moderate,PM2.5
"Texarkana, TX-AR",45500,2023-06-28,52,Moderate,PM2.5
"Topeka, KS",45820,2023-06-28,52,Moderate,PM2.5
"Trenton, NJ",45940,2023-06-28,64,Moderate,PM2.5
"Utica-Rome, NY",46540,2023-06-28,67,Moderate,PM2.5
"Valdosta, GA",46660,2023-06-28,62,Moderate,PM2.5
"Vineland-Bridgeton, NJ",47220,2023-06-28,67,Moderate,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2023-06-28,59,Moderate,PM2.5
"Warner Robins, GA",47580,2023-06-28,64,Moderate,PM2.5
"Watertown, SD",47980,2023-06-28,69,Moderate,PM2.5
"Wilmington, NC",48900,2023-06-28,75,Moderate,PM2.5
"Winston-Salem, NC",49180,2023-06-28,98,Moderate,PM2.5
"Aberdeen, SD",10100,2023-06-28,34,Good,PM2.5
"Aberdeen, WA",10140,2023-06-28,8,Good,PM2.5
"Albany, OR",10540,2023-06-28,15,Good,PM2.5
"Albany-Schenectady-Troy, NY",10580,2023-06-28,49,Good,PM2.5
"Amarillo, TX",11100,2023-06-28,49,Good,PM2.5
"Anchorage, AK",11260,2023-06-28,6,Good,PM2.5
"Austin-Round Rock, TX",12420,2023-06-28,45,Good,PM2.5
"Bakersfield, CA",12540,2023-06-28,40,Good,PM2.5
"Beatrice, NE",13100,2023-06-28,30,Good,PM2.5
"Beaumont-Port Arthur, TX",13140,2023-06-28,30,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-28,18,Good,PM2.5
"Bennington, VT",13540,2023-06-28,42,Good,PM2.5
"Billings, MT",13740,2023-06-28,1,Good,PM2.5
"Bozeman, MT",14580,2023-06-28,16,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-28,9,Good,PM2.5
"Brownsville-Harlingen, TX",15180,2023-06-28,37,Good,PM2.5
"Centralia, WA",16500,2023-06-28,5,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-28,22,Good,PM2.5
"College Station-Bryan, TX",17780,2023-06-28,30,Good,PM2.5
"Corpus Christi, TX",18580,2023-06-28,38,Good,PM2.5
"Corsicana, TX",18620,2023-06-28,46,Good,PM2.5
"Crescent City, CA",18860,2023-06-28,12,Good,PM2.5
"Deltona-Daytona Beach-Ormond Beach, FL",19660,2023-06-28,43,Good,PM2.5
"Dyersburg, TN",20540,2023-06-28,50,Good,PM2.5
"Ellensburg, WA",21260,2023-06-28,27,Good,PM2.5
"Fort Smith, AR-OK",22900,2023-06-28,44,Good,PM2.5
"Gainesville, FL",23540,2023-06-28,45,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-28,15,Good,PM2.5
"Grand Island, NE",24260,2023-06-28,44,Good,PM2.5
"Grants Pass, OR",24420,2023-06-28,21,Good,PM2.5
"Great Falls, MT",24500,2023-06-28,30,Good,PM2.5
"Hattiesburg, MS",25620,2023-06-28,33,Good,PM2.5
"Havre, MT",25660,2023-06-28,30,Good,PM2.5
"Hilo, HI",25900,2023-06-28,14,Good,PM2.5
"Homosassa Springs, FL",26140,2023-06-28,41,Good,PM2.5
"Juneau, AK",27940,2023-06-28,11,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-28,12,Good,PM2.5
"Kingsville, TX",28780,2023-06-28,33,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-28,26,Good,PM2.5
"La Grande, OR",29260,2023-06-28,23,Good,PM2.5
"Lakeland-Winter Haven, FL",29460,2023-06-28,36,Good,PM2.5
"Lawrenceburg, TN",29980,2023-06-28,48,Good,PM2.5
"Lewiston, ID-WA",30300,2023-06-28,35,Good,PM2.5
"Longview, WA",31020,2023-06-28,3,Good,PM2.5
"Lubbock, TX",31180,2023-06-28,40,Good,PM2.5
"Marshall, TX",32220,2023-06-28,42,Good,PM2.5
"McAlester, OK",32540,2023-06-28,48,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-06-28,28,Good,PM2.5
"Moscow, ID",34140,2023-06-28,17,Good,PM2.5
"Moses Lake, WA",34180,2023-06-28,28,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,2023-06-28,39,Good,PM2.5
"Nogales, AZ",35700,2023-06-28,40,Good,PM2.5
"North Port-Sarasota-Bradenton, FL",35840,2023-06-28,33,Good,PM2.5
"Odessa, TX",36220,2023-06-28,40,Good,PM2.5
"Othello, WA",36830,2023-06-28,21,Good,PM2.5
"Panama City, FL",37460,2023-06-28,43,Good,PM2.5
"Pierre, SD",38180,2023-06-28,3,Good,PM2.5
"Pittsfield, MA",38340,2023-06-28,41,Good,PM2.5
"Ponca City, OK",38620,2023-06-28,48,Good,PM2.5
"Prineville, OR",39260,2023-06-28,23,Good,PM2.5
"Pullman, WA",39420,2023-06-28,25,Good,PM2.5
"San Antonio-New Braunfels, TX",41700,2023-06-28,47,Good,PM2.5
"Sandpoint, ID",41760,2023-06-28,23,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-28,10,Good,PM2.5
"Shelton, WA",43220,2023-06-28,4,Good,PM2.5
"Tampa-St. Petersburg-Clearwater, FL",45300,2023-06-28,34,Good,PM2.5
"Taos, NM",45340,2023-06-28,18,Good,PM2.5
"The Dalles, OR",45520,2023-06-28,19,Good,PM2.5
"Tulsa, OK",46140,2023-06-28,49,Good,PM2.5
"Twin Falls, ID",46300,2023-06-28,15,Good,PM2.5
"Waco, TX",47380,2023-06-28,41,Good,PM2.5
"Wenatchee, WA",48300,2023-06-28,31,Good,PM2.5
"Yakima, WA",49420,2023-06-28,37,Good,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2023-06-27,209,Very Unhealthy,PM2.5
"Grand Rapids-Wyoming, MI",24340,2023-06-27,202,Very Unhealthy,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-27,205,Very Unhealthy,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,2023-06-27,245,Very Unhealthy,PM2.5
"Akron, OH",10420,2023-06-27,102,Unhealthy for Sensitive Groups,PM2.5
"Canton-Massillon, OH",15940,2023-06-27,107,Unhealthy for Sensitive Groups,PM2.5
"Columbus, IN",18020,2023-06-27,145,Unhealthy for Sensitive Groups,PM2.5
"Duluth, MN-WI",20260,2023-06-27,143,Unhealthy for Sensitive Groups,PM2.5
"Erie, PA",21500,2023-06-27,137,Unhealthy for Sensitive Groups,PM2.5
"Evansville, IN-KY",21780,2023-06-27,104,Unhealthy for Sensitive Groups,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-27,102,Unhealthy for Sensitive Groups,PM2.5
"Louisville/Jefferson County, KY-IN",31140,2023-06-27,105,Unhealthy for Sensitive Groups,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2023-06-27,135,Unhealthy for Sensitive Groups,PM2.5
"Owensboro, KY",36980,2023-06-27,102,Unhealthy for Sensitive Groups,PM2.5
"Portsmouth, OH",39020,2023-06-27,115,Unhealthy for Sensitive Groups,PM2.5
"Rochester, MN",40340,2023-06-27,123,Unhealthy for Sensitive Groups,PM2.5
"St. Louis, MO-IL",41180,2023-06-27,144,Unhealthy for Sensitive Groups,PM2.5
"Toledo, OH",45780,2023-06-27,144,Unhealthy for Sensitive Groups,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,2023-06-27,109,Unhealthy for Sensitive Groups,PM2.5
"Adrian, MI",10300,2023-06-27,179,Unhealthy,PM2.5
"Ann Arbor, MI",11460,2023-06-27,194,Unhealthy,PM2.5
"Appleton, WI",11540,2023-06-27,175,Unhealthy,PM2.5
"Baraboo, WI",12660,2023-06-27,179,Unhealthy,PM2.5
"Bay City, MI",13020,2023-06-27,181,Unhealthy,PM2.5
"Beaver Dam, WI",13180,2023-06-27,192,Unhealthy,PM2.5
"Bloomington, IL",14010,2023-06-27,182,Unhealthy,PM2.5
"Bloomington, IN",14020,2023-06-27,155,Unhealthy,PM2.5
"Cadillac, MI",15620,2023-06-27,187,Unhealthy,PM2.5
"Cedar Rapids, IA",16300,2023-06-27,185,Unhealthy,PM2.5
"Champaign-Urbana, IL",16580,2023-06-27,172,Unhealthy,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-27,160,Unhealthy,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-27,153,Unhealthy,PM2.5
"Clinton, IA",17540,2023-06-27,182,Unhealthy,PM2.5
"Columbus, OH",18140,2023-06-27,159,Unhealthy,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,2023-06-27,185,Unhealthy,PM2.5
"Dayton, OH",19380,2023-06-27,172,Unhealthy,PM2.5
"Decatur, IL",19500,2023-06-27,171,Unhealthy,PM2.5
"Des Moines-West Des Moines, IA",19780,2023-06-27,153,Unhealthy,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-06-27,184,Unhealthy,PM2.5
"Eau Claire, WI",20740,2023-06-27,160,Unhealthy,PM2.5
"Elkhart-Goshen, IN",21140,2023-06-27,182,Unhealthy,PM2.5
"Flint, MI",22420,2023-06-27,171,Unhealthy,PM2.5
"Fort Wayne, IN",23060,2023-06-27,199,Unhealthy,PM2.5
"Green Bay, WI",24580,2023-06-27,170,Unhealthy,PM2.5
"Holland, MI",26090,2023-06-27,175,Unhealthy,PM2.5
"Iowa City, IA",26980,2023-06-27,187,Unhealthy,PM2.5
"Kalamazoo-Portage, MI",28020,2023-06-27,200,Unhealthy,PM2.5
"Kokomo, IN",29020,2023-06-27,183,Unhealthy,PM2.5
"La Crosse-Onalaska, WI-MN",29100,2023-06-27,164,Unhealthy,PM2.5
"Lafayette-West Lafayette, IN",29200,2023-06-27,183,Unhealthy,PM2.5
"Lansing-East Lansing, MI",29620,2023-06-27,182,Unhealthy,PM2.5
"Lima, OH",30620,2023-06-27,169,Unhealthy,PM2.5
"Madison, WI",31540,2023-06-27,191,Unhealthy,PM2.5
